geneid,moDC-2811_S3_001,moDC-3941_S6_001,moDC-4540_S9_001,moDC-4771_S12_001,mono-2811_S2_001,mono-3941_S5_001,mono-4540_S8_001,mono-4771_S11_001,tolDC-2811_S4_001,tolDC-3941_S7_001,tolDC-4540_S10_001,tolDC-4771_S13_001
KAZN,0.1226,0.1129,0.2742,0.0957,0,0.1123,0,0,0.0949,0.1585,0.0897,0.068
TMEM51-AS1,0.0993,0.1179,0.1124,0,0.0817,0.0182,0.0175,0,0.1961,0.1978,0.1623,0.1488
TMEM51,7.8133,5.4906,7.9575,6.351,0.4009,0.6642,1.0091,0.5304,8.9832,9.6592,7.7779,7.4342
FHAD1,0.4118,0.131,0.1378,0.0659,0.1578,0.1938,0.2228,0.1006,0.847,0.2292,0.1262,0.2075
AK055853,0.0893,0.265,0.1186,0.0465,0.1224,0.0818,0.118,0,0.1815,0.1078,0.0951,0.0372
EFHD2,67.6053,76.8427,88.1468,52.7352,86.1118,87.7287,94.2181,77.2442,40.4001,44.2037,35.6598,33.1529
CTRC,0,0,0,0.1919,0,0,0.1622,0,0,0,0,0
CELA2A,0.0754,0,0,0,0,0,0,0,0,0,0,0
CELA2B,0,0,0.0997,0,0,0,0,0,0,0,0,0
CASP9,5.5006,5.2891,5.1884,4.5318,6.8533,6.0377,5.9386,5.4422,4.3915,4.5235,3.6864,2.4912
DNAJC16,3.729,3.8656,4.0137,4.2659,1.3987,2.0388,2.6946,1.9937,3.25,4.4742,4.3233,3.3485
AGMAT,0.1319,0.1044,0.1168,0.0916,0,0,0,0,0.1276,0.2388,0.0781,0.1098
DDI2,5.6091,6.4218,5.5564,7.2624,7.6006,3.7611,4.5157,2.9879,7.8152,10.1062,7.9163,8.6219
RSC1A1,5.4469,6.3842,4.9787,6.0217,4.0541,2.6541,2.6651,1.7135,6.9039,10.0128,7.72,6.5906
DQ573015,7.8778,8.8757,6.8087,10.4756,2.6054,2.0617,3.6572,2.3138,10.1642,14.971,11.634,10.6566
PLEKHM2,25.6478,26.3704,25.0381,23.6927,27.7573,15.744,16.1491,18.3605,25.8961,24.6216,27.4846,24.3828
SLC25A34,0.3613,0.4825,0.6598,0.8471,1.4239,1.0342,1.9893,0.8357,0.4458,0.5178,0.5774,0.4886
TMEM82,0,0,0,0,0,0,0,0,0,0,0,0
FBLIM1,0.0455,0.148,0.1325,0.104,0.3741,0.3333,0.0439,0.0935,0.1056,0.2302,0.0854,0.1172
UQCRHL,1.5999,1.719,0.706,0.2763,0.7406,0.734,1.3872,0,1.0715,1.1187,1.4961,2.1813
FLJ37453,2.2584,1.4156,2.6623,2.1152,5.2871,4.6021,3.9789,4.1214,1.7385,1.47,3.6044,4.1815
SPEN,1.8583,1.5961,1.3263,2.3495,21.1237,10.1744,6.6219,6.9261,1.9216,2.5622,2.5089,2.7021
ZBTB17,6.3879,4.8485,8.2299,5.6881,25.2268,8.5803,8.4607,9.8727,7.6228,5.5035,6.7069,7.3841
DQ576383,0,0,0,0,0,0,0,0,0,0,0,0
C1orf64,0,0,0,0,0,0,0,0,0,0,0,0
HSPB7,0,0,0.064,0,0,0,0,0.059,0.0333,0.0872,0.232,0.5734
CLCNKA,0,0,0,0,0.075,0,0,0,0,0,0,0
CLCNKB,0,0,0,0,0,0,0,0,0,0,0,0
FAM131C,0,0,0,0,0,0,0,0,0,0,0,0
EPHA2,0,0.0208,0,0,0,0,0.0741,0,0.0406,0.0507,0,0.4949
ARHGEF19,0.1747,0.1659,0.0928,0.1456,0,1.4723,0.7388,0.8621,0.0266,0.1265,0.0248,0.6398
RSG1,0.4888,0.5275,0.2361,0.463,0.3655,0.407,0.2349,0.5482,0.258,0.1609,0.1578,0.5178
FBXO42,6.7896,6.0776,6.8287,6.6942,11.9231,7.4614,6.8919,6.3143,6.3656,6.2893,7.5373,6.9641
SZRD1,26.5016,27.6214,24.6135,20.3831,12.4712,19.7508,23.9447,22.5513,25.9336,23.7028,25.0424,22.1658
AL832937,5.5854E-12,3.031E-16,2.1655E-24,4.6081E-08,1.5023E-21,0.0288,0.003,0.000041859,2.5324E-09,1.3322E-14,3.0929E-11,2.3382E-12
SPATA21,0,0,0,0,0,0.08,0.1212,0.0707,0,0,0,0
NECAP2,71.8264,83.1746,76.3879,69.941,8.6929,29.4199,29.9085,26.077,60.7189,57.1233,53.9821,56.8257
CROCCP3,0.5037,0.5365,0.4802,0.9958,0.5665,0.6388,0.5916,0.6372,0.5099,0.4676,0.568,0.5804
TRNA_Asn,0,0,0,0,0,0,0,0,0,0,0,0
BC036435,0.2195,0.2606,0,0,0.3611,0.2413,0,0.2708,0.1529,0.4239,0,0.0731
AX747988,0.0574,0.1363,0,0.0598,0.2361,0.0526,0,0,0.2186,0.1732,0.0612,0.0478
TRNA_Gly,0,0,0,0,0,0,0,0,0,0,0,0
TRNA_Pseudo_2,0,0,0,0,0,0,0,0,0,0,0,0
NBPF1,18.7997,16.4735,13.8814,17.8983,2.316,4.6734,5.4261,2.5029,16.1345,16.4156,11.8293,6.8198
CROCCP2,6.8151,5.3875,4.5635,4.4288,5.1422,7.734,8.3508,6.2302,6.5533,6.8594,5.1635,4.5756
BC015342,0.2697,0.3014,0.317,0.6585,0.756,0.4304,0,0,0.4786,0.2332,0.1629,0.2104
FLJ00313,1.8292,1.1633,2.0632,2.0033,2.5511,2.4395,3.339,2.7599,1.4104,1.695,1.5915,1.8271
MST1P2,0.1713,0.2391,0.2476,0.3781,0.1087,0.2409,0.2455,0.1723,0.3636,0.1868,0.0729,0.0826
TRNA_Val,0,0,0,0,0,0,0,0,0,0,0,0
ESPNP,0,0,0,0,0,0,0,0,0,0,0,0
CROCC,0.9524,0.7722,0.5001,0.9287,2.1212,2.6738,2.173,2.6954,0.7561,0.3706,0.6233,1.1266
MST1L,0.078,0.0185,0,0.0325,0.0856,0,0,0.0962,0.0181,0.0377,0.0111,0.1818
MI0016076,0,0,0,0,0,0,0,0,0,0,0,0
AK125737,0.1375,0.4245,0,0,0.1508,0.2016,0,0,0.1739,0.2324,0,0
BC070363,21.0485,16.2737,20.7728,30.9865,5.8235,16.9804,26.5374,35.3342,27.8052,20.0432,22.6292,26.0354
DL489931,0,0,0,0,0,0,0,0,0,0,0,0
MFAP2,0,0,0,0,0,0,0,0.1321,0,0,0,0
ATP13A2,3.8429,3.9737,3.9012,3.7631,3.4716,3.1654,3.2394,3.0809,2.7958,3.5138,2.7159,2.0281
SDHB,102.9276,99.3173,110.5607,96.2709,21.2468,40.9282,48.2161,51.534,134.7068,107.2714,133.345,100.073
PADI2,2.9392,0.9807,0.7175,1.9071,4.6178,7.9974,19.3358,11.8981,0.572,0.6877,0.4538,0.3449
PADI1,0,0,0,0,0,0,0,0.0683,0.0328,0.0401,0.0236,0
PADI3,0,0,0,0,0,0,0,0,0,0,0,0
MI0016990,0,0,0,0,0,0,0,0,0,0,0,0
PADI4,0.0612,0.0531,0.0594,0.0638,6.0974,19.9934,28.9959,22.0555,0.0711,0.0739,0.2391,0.0744
PADI6,0,0,0,0,0,0.0541,0.1562,0.0608,0,0,0,0
RCC2,43.2731,29.8379,35.7438,45.8094,19.0876,23.4834,27.8701,27.3301,34.2346,24.5613,31.6301,38.7203
ARHGEF10L,18.2633,5.0347,12.0829,18.0337,7.1467,12.6674,17.3153,13.0249,31.4624,9.931,27.8811,17.4334
ACTL8,0,0,0,0,0,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0,0,0,0,0.0261,0
AX747631,0,0,0,0,0,0,0.1099,0,0,0.0753,0,0
KLHDC7A,0,0,0,0.0353,0,0,0,0,0.0197,0.0204,0,0
PAX7,0,0,0,0,0,0,0.0202,0,0,0.0371,0,0
TAS1R2,0,0,0,0,0,0,0,0,0,0,0,0
ALDH4A1,4.1735,6.3194,2.4765,3.3739,0.4707,1.1518,2.9117,0.969,11.3267,15.0371,7.5971,5.1229
MI0017328,0,0,0,0,0,0,0,0,0,0,0,0
MI0006352,0,0,0,0,0,0,0,0,0,0,0,0
IFFO2,1.3901,4.005,2.1616,1.7827,7.2636,4.8754,8.5404,7.4989,1.5176,1.9071,2.0757,3.7772
AX747516,0.2458,0.1056,0.1188,0.2749,0.6387,0.5265,0.2782,0.5553,0.161,0.2218,0.1443,0.1903
UBR4,16.5512,17.3484,13.3359,11.5784,37.206,19.3898,20.7681,21.3839,9.3436,11.2626,10.4469,9.7276
EMC1,7.0432,9.6349,7.6557,7.6309,3.2986,2.4246,4.136,4.4939,6.6715,8.3287,9.4939,6.6177
MRTO4,16.7136,15.9285,15.0677,15.1906,1.2542,3.3524,4.8362,4.7656,18.1684,20.1718,19.9932,15.1283
AKR7L,0.1498,0.1555,0.1989,0.0682,0.3285,0,0.2111,0.202,0.2282,0.0395,0.2341,0.109
AKR7A3,0.5028,0.2652,0.1484,0.3492,0,0.1023,0.2953,0.1148,0.0649,0.3371,0.3174,0.2789
LOC100506730,0.529,0.727,0.3328,0.5802,0.1527,0.204,0.3434,0.2862,0.7759,0.6384,0.8305,0.6024
AKR7A2,10.6409,14.3897,12.6904,11.4185,0.9434,6.2069,6.5291,4.6802,10.2662,13.5774,9.0801,10.4421
PQLC2,15.7656,15.0477,16.8851,13.7749,3.0466,3.5396,5.1642,2.0827,12.6285,14.7338,14.4815,7.6564
CAPZB,55.7318,59.7674,67.1045,37.4984,47.3698,67.1229,68.6112,68.0056,50.3308,48.9306,50.4955,47.6756
AX748283,0.1325,0.2752,0.2199,0.2761,2.815,2.5485,0.9921,1.0896,0.3077,0.1999,0.2588,0.2757
Metazoa_SRP,0,0,0,0,0.6231,0,0,0,0,0,0,0
MINOS1,30.1465,29.823,27.1786,18.3358,3.3497,7.7177,10.6231,11.0424,31.9844,28.0107,30.2752,22.7991
MINOS1-NBL1,0.2395,0,0,0.1307,0.43,0.0575,0.0743,0.1935,0.2448,0.126,0.0373,0.3723
RPS14P3,0.5791,0.8837,0.3296,0.6896,6.804,3.1826,1.8948,2.041,0.6724,1.3978,1.2338,1.7901
NBL1,0.0445,0,0,0,0,0,0,0,0.0437,0,0,0
HTR6,0,0.0415,0,0.0728,0.0958,0.064,0,0,0,0,0.0248,0
TMCO4,3.3372,2.4797,4.5047,3.9371,1.455,2.1352,2.7355,2.2165,2.8115,2.7377,3.8036,3.4608
RNF186,0,0,0,0,0,0,0,0,0,0,0.0394,0
OTUD3,1.3197,1.0485,1.06,1.3751,1.4588,1.5207,1.35,1.641,1.0381,0.9376,1.3001,1.2046
PLA2G2E,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0.325,0,0,0,0,0,0,0,0
PLA2G5,0.1098,0.0434,0.0486,0,0,0,0,0,0.0425,0.0442,0.052,0.0609
PLA2G2D,0,0,0,0.1551,0,0.0682,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0.0699,0.0467,0,0,0.0592,0,0,0
PLA2G2C,0,0,0,0,0,0,0,0,0,0,0,0
UBXN10,0.1645,0,0,0.1944,0.4476,0.7533,0.1449,0.2398,0.1083,0,0.0331,0.1553
VWA5B1,0,0,0,0,0,0,0,0,0,0,0,0
LOC339505,0,0,0,0,0.069,0,0,0,0,0,0,0
CAMK2N1,0,0,0,0,0,0,0.052,0,0,0,0,0
MUL1,10.0123,10.679,9.2142,8.5224,3.0156,4.7534,5.466,5.2187,8.7771,11.5053,11.0169,6.3376
FAM43B,0,0,0,0,0,0,0,0,0,0.0324,0,0
CDA,17.1203,19.954,20.1405,25.4185,15.3411,29.6808,29.023,27.3131,21.7267,24.4283,19.3032,28.9514
PINK1,24.6544,21.7245,29.5236,27.4309,3.1438,9.3393,10.6017,10.6025,22.6605,23.8549,26.354,20.8664
MI0020361,0,0,0,0,0,0,0,0,0,0,0,0
DDOST,79.6875,90.6517,89.567,84.874,11.3535,35.0054,46.838,48.7383,73.117,80.5151,75.9901,65.694
KIF17,2.0743,0.8201,1.7628,2.9082,0,0.0703,0.0676,0,0.6686,1.1153,0.7906,0.9657
SH2D5,0.0226,0,0.0301,0,0.062,0.0343,0.033,0.0385,0.0526,0.0273,0,0.0311
HP1BP3,35.4926,31.4728,28.6164,44.9568,34.208,44.0954,45.5122,43.7182,35.4082,32.5179,30.6375,33.2185
EIF4G3,10.4201,12.8791,12.3799,9.846,10.7998,7.0024,8.9898,8.0403,10.7616,12.5773,13.2365,10.4002
MI0006390,0,0,0,0,0,0,0,0,0,0,0,0
ECE1,0.7915,3.2602,2.6406,2.1849,15.3259,13.5221,15.5926,18.7985,3.1898,5.5772,5.1705,6.3643
AX747766,0,0,0,0.0621,4.249,1.5288,0.8402,0.8579,0,0.0719,0.0847,0.2977
LOC100506801,0.0539,0,0,0,1.9936,0.8881,0.9965,0.7752,0.0313,0.0325,0.0191,0.1793
AK098438,0.1671,0.1414,0,0,0,0.0617,0.0646,0,0.0783,0.0987,0.0268,0
BC127868,0,0,0,0,0,0,0,0,0,0,0,0
NBPF3,1.055,0.653,0.4828,1.5234,0.2637,0.6345,0.6697,0.952,1.1609,1.2902,0.8727,1.3615
ALPL,0,0.5754,0.3904,0.0624,0,0,0.0528,0,0,0.7419,0.0851,0.1355
RAP1GAP,14.5563,14.0263,13.9511,19.382,0.0576,0,0.888,0,10.289,9.2545,10.9931,9.6267
USP48,14.2675,11.6441,12.7286,13.342,14.8966,15.498,18.2663,16.7093,11.8441,12.6859,11.4606,14.6148
LDLRAD2,0,0.0315,0,0.1464,0.4642,0.1305,0.1773,0.0802,0,0,0,0
HSPG2,0.2458,0.2043,0.3032,0.5123,0.0296,0.1018,0.1444,0.0473,0.1903,0.2049,0.193,0.5734
CELA3B,0,0,0,0,0,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0,0,0,0,0,0
LINC00339,2.6047,5.0735,3.6366,4.3146,1.2817,2.9364,3.3803,2.328,2.5317,5.5618,3.9162,4.8556
CDC42,332.7526,402.0585,330.0616,299.0814,202.6389,393.8834,380.5641,431.2667,306.7643,334.4599,297.873,311.1031
WNT4,0.0714,0.0847,0.0237,0.0372,0.4403,0.5557,0.5973,0.2568,0.1865,0.1938,0.0887,0.2673
MI0016754,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB40,5.2725,4.9085,5.0659,5.8915,3.1638,4.918,5.3472,5.1094,4.8608,5.4441,6.6387,4.0777
EPHA8,0,0,0.0497,0,0,0,0,0,0.0161,0.0452,0.0266,0
MI0021271,0,0,0,0,0,0,0,0,0,0,0,0
C1QA,95.0217,59.3534,58.2755,88.8131,3.1157,14.3424,23.1377,10.2547,553.9004,292.9169,700.0624,1100.0005
C1QC,71.2982,89.1818,129.0289,131.339,0,0.3262,3.549,0.122,47.3367,47.2528,125.0313,240.3535
C1QB,134.4662,155.5855,150.0056,208.8163,1.0923,4.7442,11.5823,4.2321,220.3745,187.7739,395.3008,627.9099
EPHB2,0.1204,0.4563,0.2284,0.2968,0.3906,2.0357,1.6064,1.9332,0.1489,0.3267,0.2024,0.9248
MI0017316,0,0,0,0,0,0,0,0,0,0,0,0
MI0015860,0,0,0,0,0,0,0,0,0,0,0,0
AK025975,0,0.0231,0,0,0,0.0712,0.137,0.08,0.0226,0.0939,0,0
LOC729059,0,0,0,0,0,0,0,0,0,0,0,0
KDM1A,9.9325,11.7048,10.2295,8.0873,8.1259,9.1477,10.9587,10.8215,13.1148,14.4942,13.3401,15.0925
MI0014127,0,0,0,0,0,0,0,0,0,0,0,0
MI0016755,0,0,0,0,0,0,0,0,0,0,0,0
LUZP1,5.6366,6.4735,6.214,6.3954,5.0351,3.8356,5.5978,4.8597,5.3135,7.1591,6.22,4.7369
U6,0,0,0,0,0,0,0,0,0,0,0,0
HTR1D,0,0,0,0,0.067,0,0,0,0,0,0,0
HNRNPR,44.2425,47.4164,48.563,55.8253,25.495,40.3819,45.4784,48.396,47.9799,51.7921,53.6841,44.3458
ZNF436,3.2626,2.607,2.4549,3.3816,0.689,0.5298,0.8775,0.7597,2.0895,2.1681,1.7833,1.8987
C1orf213,0.1656,0.3626,0.2772,0.5543,0.9207,0.3987,0.2556,0.888,0.1404,0.6898,0.1303,0.2415
TCEA3,0,0,0.5224,1.8484,0.3507,0.1726,0.231,0.8321,0.5738,0,0.0931,1.4346
ASAP3,0.1087,0.0645,0.0722,0.2264,0.2762,0.2488,0.2393,0.1117,0.0392,0.0328,0.1664,0.0904
BC038455,0,0,0,0,0,0,0,0.0698,0,0.0819,0.0241,0
E2F2,0.4005,0.2377,0.3546,0.3338,0.8052,1.7853,1.8111,0.9057,0.124,0.145,0.1517,0.4222
AX748204,0.0318,0.0756,0.0845,0.1327,1.4835,0.6997,0.4486,0.6544,0.037,0,0.0452,0.106
ID3,5.9869,5.7779,3.4181,4.1977,6.7495,5.1251,6.7034,4.1412,0.9096,2.9038,0.6358,2.2352
MDS2,0.0427,0,0,0,0,0,0,0,0,0.103,0,0
RPL11,855.3957,679.2241,714.7943,817.2139,1141.6952,1556.2218,1649.1085,1969.5647,1176.9529,814.5038,1031.6471,1163.7852
TCEB3,10.9206,11.6772,10.2205,10.3606,6.7288,9.2133,11.4653,13.9191,8.6683,10.9315,9.8716,9.743
LOC100506963,0.2774,0.1163,0.3624,0.4683,0,0.1644,0,0.1674,0.2776,0.2462,0.2699,0.494
PITHD1,18.9474,20.9639,21.15,18.363,13.2682,18.5965,17.5503,16.9308,19.0246,15.9909,18.9649,19.3526
LYPLA2,21.6,32.8837,26.8151,16.368,4.3302,15.7185,16.6213,19.1324,17.1014,23.2356,21.4042,14.2107
GALE,11.4895,16.5194,13.4042,7.115,2.3668,2.3327,4.2957,3.524,8.965,14.7549,9.4689,9.5627
HMGCL,25.1912,27.1497,24.9881,20.3607,2.3057,4.9975,6.1954,4.4827,18.7108,25.0364,15.9439,20.4977
FUCA1,63.836,69.0219,58.0643,76.1034,3.8702,9.8514,19.3574,16.1345,59.9556,73.0692,64.2787,73.3962
CNR2,0.0781,0,0,0,0,0.2345,0,0.0803,0.0907,0,0,0.1065
MI0016756,0,0,0,0,0,0,0,0,0,0,0,0
PNRC2,42.9331,47.7555,46.453,45.9022,47.0817,40.7723,44.6262,42.5694,51.355,50.5687,52.0912,65.057
AK054635,1.1302,0.9439,1.3499,1.9049,1.1619,0.9749,2.1122,1.7146,1.3157,1.5384,1.5871,1.9221
SRSF10,39.9107,38.1212,37.1702,37.066,37.2912,30.7264,35.7431,38.4005,37.7405,38.3562,38.3923,33.8888
DQ588542,0,0,0,0,0,0,0,0,0,0,0,0
MYOM3,0.0258,0,0.0181,0.0538,0.0707,0,0.0455,0,0,0.0311,0,0
IL22RA1,0,0,0.0341,0,0,0,0,0,0,0,0,0
IFNLR1,0.9845,2.7412,1.6323,0.6649,0.5423,0,0.1651,0,0.8161,3.2261,1.0062,0.8857
LOC284632,0,0,0,0,0,0,0,0,0,0.0453,0,0
DQ597487,0,0,0,0,0,0,0,0,0,0,0,0
DQ601330,0,0,0,0,0,0,0,0,0,0,0,0
GRHL3,0.0552,0,0,0,0.0756,0,0,0,0,0,0,0
STPG1,0.6381,0.7316,0.6441,0.7888,0,0.0978,0.138,0.0726,0.2656,0.5237,0.1771,0.8016
NIPAL3,2.1204,3.974,2.2737,4.4193,1.0813,1.4302,1.5689,1.3969,2.2392,3.3567,2.0507,2.678
RCAN3AS,0,0,0,0,0,0,0.4409,0,0,0.249,0.1777,0.8332
RCAN3,5.9444,8.6884,8.329,5.8546,1.8264,3.6238,2.8086,4.848,3.5177,4.9186,4.0474,3.4806
NCMAP,0.0174,0,0,0,0.0476,0,0.0306,0,0,0,0,0
SRRM1,8.7234,8.6197,8.9377,7.3858,26.8757,23.0792,21.7625,23.3682,9.251,9.869,10.7703,10.4173
CLIC4,64.2625,59.029,59.0134,99.7035,8.83,11.4855,16.4176,18.8365,52.268,48.8972,49.5791,59.1711
Z24749,7.1213,8.3952,3.6155,10.7551,0,0,4.5153E-19,5.6424E-27,1.418,0.2311,1.6634,5.6199
RUNX3,1.4983,1.0929,1.2988,1.2141,20.1613,17.0781,9.7608,10.0557,1.8268,1.2736,1.4961,2.2179
AX747207,0,0.0533,0.1206,0.0625,6.3377,2.6058,0.9727,1.4366,0.0412,0.0387,0,0.1789
MI0022576,0,0,0,0,0,0,0,0,0,0,0,0
MI0016764,0,0,0,0,0,0,0,0,0,0,0,0
SYF2,29.8518,26.7952,26.8666,36.5305,54.1188,64.2404,64.6292,67.2177,35.1273,34.1767,32.5113,43.6926
C1orf63,48.3348,46.2436,44.053,50.8337,60.8563,90.7341,91.4413,94.7297,44.0208,58.9117,42.9936,44.4793
RHD,0.109,0,0.1809,0.1135,1.7017,1.1369,1.9358,1.1762,0.0949,0,0.058,0.0907
AX747205,0.7751,0.1022,0.1525,0.3589,1.4166,0.894,1.315,0.8262,0.3667,0.1732,0.4689,0.2867
TMEM50A,59.8723,54.1054,49.3023,52.9436,29.7601,44.3098,46.7827,41.5803,55.5673,46.5142,47.7309,42.9273
RHCE,0.037,0,0,0,0.7075,0,0,0.0974,0,0.0718,0,0
TMEM57,4.401,5.1611,4.8228,5.272,8.2736,3.8751,3.1636,3.3635,3.972,4.8406,3.9259,3.3111
LDLRAP1,19.4393,17.2354,14.9931,17.5234,4.9215,6.5727,6.8665,4.6886,15.195,10.892,10.0149,10.7725
MAN1C1,6.0857,9.6912,12.8853,9.9292,0.5937,2.4202,2.5565,1.0686,3.1436,3.364,4.0299,2.992
SEPN1,3.9603,7.6989,4.9189,5.6853,2.1567,4.7338,5.2462,3.6554,10.8812,17.5942,11.6596,12.8688
MTFR1L,10.7977,12.9679,13.9333,11.3361,5.7774,13.0126,13.6606,12.0652,12.8847,11.6945,16.3954,14.2592
LOC646471,0.4191,0.2703,0.5545,0.9887,1.3007,1.9628,1.3756,1.6387,0.7713,0.9849,1.0109,0.3023
AUNIP,0.2691,0.3194,0.2234,0.2103,0.4611,0.3697,0.3556,0.4149,0.0781,0.1218,0.0478,0.112
PAQR7,0.6192,1.1704,1.0355,0.6691,2.8921,6.3437,6.8686,6.9307,0.464,0.7473,0.3257,1.0688
STMN1,31.9392,49.0584,40.3459,54.1759,1.376,0.8455,3.7338,1.868,18.9503,28.7144,32.2402,52.401
MI0016423,0,0,0,0,0,0,0,0,0,0,0,0
PAFAH2,4.837,7.6748,5.7076,8.5423,0.8492,0.8512,1.7395,0.7562,4.6533,7.43,5.2172,5.4779
EXTL1,0.0173,0.123,0,0,0.142,0,0,0.0355,0,0,0.0245,0.0287
SLC30A2,0,0,0,0,0,0,0,0,0,0,0,0.0496
TRIM63,0,0.2789,0,0.5713,0,0,0,0,0.0455,0.2364,0,0
PDIK1L,5.8545,5.8506,5.0481,5.74,0.8056,0.9174,1.9256,3.1271,5.076,4.5862,4.8231,5.6258
FAM110D,0,0,0,0.0948,0,0.0833,0,0,0,0,0,0
ZNF593,12.6045,10.2698,8.086,10.4623,13.1782,16.0461,21.4545,15.3728,11.9076,11.6028,9.1795,11.0235
CNKSR1,0,0,0,0,0.1511,0,0,0.1133,0.0589,0.0612,0,0
CATSPER4,0,0,0,0,0,0,0,0,0,0,0,0
BC030768,0,0,0,0,0,0,0,0,0,0.1552,0.0457,0
CEP85,4.2186,4.2133,3.488,4.1217,6.4766,5.1688,5.0053,4.6663,4.663,4.108,4.2582,3.9335
SH3BGRL3,292.5319,433.0496,372.8918,213.6592,189.2066,266.2998,222.3719,223.9538,206.4138,333.3994,191.0259,217.2254
UBXN11,8.5198,6.1739,10.2659,18.0988,87.3896,73.1411,76.0642,72.8972,14.0185,13.247,18.511,20.8531
CD52,1864.4796,2450.6255,2321.2866,1683.374,268.5588,769.9617,1029.9792,687.3826,2310.9114,3297.8103,2730.9028,1931.0104
AIM1L,0,0.0157,0,0,0,0,0,0,0,0.016,0.0094,0.022
ZNF683,0.084,0,0,0,0,0.0769,0,0,0,0,0,0
LIN28A,0,0,0,0,0,0,0,0.0408,0,0.0239,0,0.0287
DHDDS,5.9117,8.2819,6.793,5.7189,3.0436,2.3291,3.1818,2.0575,5.7458,7.8186,4.8562,5.481
AL050085,0.2117,0.2513,0.1406,0.4411,0,0.1939,0.1865,0,0,0.1277,0.1503,0.3523
HMGN2,59.713,53.3664,52.1822,90.9078,50.3863,85.3972,86.0378,99.0238,45.5448,62.0398,42.8844,56.4357
RPS6KA1,89.8795,131.5193,104.941,91.4236,23.6661,28.97,46.1478,23.4946,115.2394,199.7192,147.0017,101.804
MI0009986,0,0,0,0,0,0,0,0,0,0,0,0
ARID1A,2.632,3.1231,2.5477,2.4789,10.6688,11.4248,9.1075,8.48,2.8156,3.3376,3.328,4.4703
PIGV,4.4399,3.7919,3.3403,3.1993,0.4383,1.0037,1.3641,1.0168,3.3854,4.0806,2.669,3.6675
BC016143,1.2778,1.1125,1.3952,2.4127,11.1465,4.468,2.9365,3.6451,0.9963,3.2901,1.697,1.196
ZDHHC18,10.1812,12.3729,14.753,13.1168,6.7813,8.294,8.3658,7.6735,12.6944,12.7142,13.5834,10.9914
SFN,0,0,0,0.2179,0.5733,0.1916,0.3684,0.215,0,0,0,0.174
GPN2,5.8306,7.7381,5.9752,6.3146,2.2656,3.8689,4.1253,4.7195,5.5977,6.8708,5.967,6.1899
GPATCH3,5.2767,5.7202,4.8434,4.818,3.3885,4.2972,3.4422,4.3974,4.9911,5.6198,5.4809,4.8797
NR0B2,0.1091,0,0,0.1137,0,0,0,0,0,0,0,0
NUDC,14.9891,18.4722,14.2696,14.8215,12.0556,16.1113,14.0801,13.05,14.8746,16.9368,14.176,16.0389
C1orf172,0,0,0,0,0.9487,0.0704,0,0,0.0446,0,0.0273,0.064
TRNP1,0,0,0,0,6.5336,4.3006,1.6294,0.7313,0,0.0429,0,0
FAM46B,0.0292,0,0.0388,0,2.3217,2.1398,0.8232,0.9006,0,0,0,0
SLC9A1,1.661,1.9061,1.1148,3.3797,11.4532,6.2667,3.5874,3.4033,1.8865,2.3034,1.8696,2.1299
DL490887,0,0,0,0,0,0,0,0,0,0,0,0
WDTC1,3.891,4.0283,3.3876,4.4598,2.3706,6.2582,5.789,5.2695,4.596,4.4874,4.5404,5.5411
TMEM222,4.1022,5.7506,5.2507,5.5179,1.2703,4.1436,3.9749,2.8908,4.1394,5.2235,4.583,4.2525
LOC644961,0.2614,0.1862,0.2083,0.4358,0.9317,0.431,0.9672,0.5374,0.2428,0.4732,0.2414,0.4786
SYTL1,2.3967,3.4581,2.8161,13.9918,7.7687,18.7586,20.2834,13.1039,2.6773,3.2408,3.0035,8.7934
MAP3K6,2.2745,2.2625,2.6165,2.2736,0.3532,1.4672,1.2486,0.9346,1.9729,1.7008,2.117,1.4131
FCN3,0,0,0,0,0,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,0,0,0,0,0,0,0
GPR3,0.0328,0,0.0436,0.205,0.5394,0.3004,0.3467,0.6068,0.1621,0.0843,0.163,0.6004
WASF2,13.916,16.8688,13.91,14.0659,11.2828,17.6807,20.5146,20.3177,11.538,15.8613,13.6649,13.4951
AHDC1,0.1514,0.3894,0.3061,0.1801,0.8689,0.6872,0.5013,0.3913,0.1489,0.3411,0.2097,0.6462
FGR,159.252,107.459,122.5731,159.2557,234.7148,216.7945,228.1793,173.0876,214.8109,224.9186,221.7001,161.8662
IFI6,120.8099,97.0113,174.9831,492.0845,16.1155,87.8822,76.3185,92.2458,97.3434,72.8542,124.0705,144.0822
FAM76A,6.5559,7.0442,6.1546,4.1796,3.5327,5.9192,4.2616,4.9125,5.0555,6.1997,5.2213,4.1787
STX12,24.5417,33.5929,26.1938,27.261,15.0615,15.5913,19.2394,15.6924,30.642,38.3697,29.599,35.4531
PPP1R8,14.8921,16.9621,17.0783,17.5412,5.4216,6.739,8.0157,10.0434,15.4808,15.9362,13.8468,12.1916
